merge_id,section,variant,canonical,rule,status,n_variant,n_canonical,detail,decision,reason
persons: Stadler -> Dr Hans Stadler,persons,Stadler,Dr Hans Stadler,same-key,auto,10,5,,,
persons: Dr Heinroth -> Dr. O. Heinroth,persons,Dr Heinroth,Dr. O. Heinroth,surname-unique,auto,1,1,,,
persons: Heinroth -> Dr. O. Heinroth,persons,Heinroth,Dr. O. Heinroth,same-key,auto,2,1,,,
persons: Dr Jacobs -> Prof. Jacobs,persons,Dr Jacobs,Prof. Jacobs,same-key,auto,2,9,,,
persons: Dr. Jacobs -> Prof. Jacobs,persons,Dr. Jacobs,Prof. Jacobs,same-key,auto,2,9,,,
persons: Jacobs -> Prof. Jacobs,persons,Jacobs,Prof. Jacobs,same-key,auto,2,9,,,
persons: Prof. Dr. Jacobs -> Prof. Jacobs,persons,Prof. Dr. Jacobs,Prof. Jacobs,same-key,auto,1,9,,,
persons: Dr Kleiner -> Dr. A. Kleiner,persons,Dr Kleiner,Dr. A. Kleiner,surname-unique,auto,1,2,,,
persons: Kleiner -> Dr. A. Kleiner,persons,Kleiner,Dr. A. Kleiner,same-key,auto,2,2,,,
persons: Dr Mayer -> Mayer,persons,Dr Mayer,Mayer,same-key,auto,1,1,,,
persons: Dr. Mayer -> Mayer,persons,Dr. Mayer,Mayer,same-key,auto,1,1,,,
persons: Dr Parrot -> Parrot,persons,Dr Parrot,Parrot,same-key,auto,1,52,,,
persons: Dr. Parrot -> Parrot,persons,Dr. Parrot,Parrot,same-key,auto,11,52,,,
persons: Hr Parrot -> Parrot,persons,Hr Parrot,Parrot,same-key,auto,2,52,,,
persons: Dr Renner -> K. Renner,persons,Dr Renner,K. Renner,dominant,auto,3,30,,,
persons: Dr. Renner -> K. Renner,persons,Dr. Renner,K. Renner,surname-unique,auto,4,30,,,
persons: Freund von Renner -> K. Renner,persons,Freund von Renner,K. Renner,same-key,auto,6,30,,,
persons: Renner -> K. Renner,persons,Renner,K. Renner,same-key,auto,4,30,,,
persons: Rudolf Tietze -> Dr Rudolf Tietze,persons,Rudolf Tietze,Dr Rudolf Tietze,same-key,auto,1,3,,,
persons: Dr Sanger -> Werner Sanger,persons,Dr Sanger,Werner Sanger,surname-unique,auto,2,1,,,
persons: Dr. Sanger -> Werner Sanger,persons,Dr. Sanger,Werner Sanger,same-key,auto,2,1,,,
persons: Sanger -> Werner Sanger,persons,Sanger,Werner Sanger,same-key,auto,4,1,,,
persons: Dr Schlich -> Schlich,persons,Dr Schlich,Schlich,same-key,auto,1,4,,,
persons: Dr. Schlich -> Schlich,persons,Dr. Schlich,Schlich,same-key,auto,1,4,,,
persons: Dr Sommerfeldt -> Dr. Sommerfeldt,persons,Dr Sommerfeldt,Dr. Sommerfeldt,same-key,auto,1,5,,,
persons: Dr Steinfatt -> O. Steinfatt,persons,Dr Steinfatt,O. Steinfatt,surname-unique,auto,1,1,,,
persons: Dr. O. Steinfatt -> O. Steinfatt,persons,Dr. O. Steinfatt,O. Steinfatt,same-key,auto,1,1,,,
persons: Dr Thienemann -> Professor Dr. Thienemann,persons,Dr Thienemann,Professor Dr. Thienemann,surname-unique,auto,1,1,,,
persons: Thienemann -> Professor Dr. Thienemann,persons,Thienemann,Professor Dr. Thienemann,same-key,auto,1,1,,,
persons: Dr W. Meise -> Dr.W. Meise,persons,Dr W. Meise,Dr.W. Meise,same-key,auto,1,1,,,
persons: Dr. Meise -> Dr.W. Meise,persons,Dr. Meise,Dr.W. Meise,dominant,auto,1,1,,,
persons: Dr. W. Meise -> Dr.W. Meise,persons,Dr. W. Meise,Dr.W. Meise,same-key,auto,4,1,,,
persons: Meise -> Dr.W. Meise,persons,Meise,Dr.W. Meise,surname-unique,auto,2,1,,,
persons: Dr W. Wüst -> Walter Wüst,persons,Dr W. Wüst,Walter Wüst,dominant,auto,1,749,,,
persons: Dr. H. Wüst -> Walter Wüst,persons,Dr. H. Wüst,Walter Wüst,same-key,auto,19,749,,,
persons: Dr. W. Wüst -> Walter Wüst,persons,Dr. W. Wüst,Walter Wüst,same-key,auto,31,749,,,
persons: Dr. Walter Wüst -> Walter Wüst,persons,Dr. Walter Wüst,Walter Wüst,same-key,auto,31,749,,,
persons: Er Wüst -> Walter Wüst,persons,Er Wüst,Walter Wüst,manual,auto,8,749,,,
persons: Er. Wüst -> Walter Wüst,persons,Er. Wüst,Walter Wüst,same-key,auto,3,749,,,
persons: F. H. Wüst -> Walter Wüst,persons,F. H. Wüst,Walter Wüst,manual,auto,5,749,,,
persons: F. W. Wüst -> Walter Wüst,persons,F. W. Wüst,Walter Wüst,manual,auto,34,749,,,
persons: F.W. Wüst -> Walter Wüst,persons,F.W. Wüst,Walter Wüst,same-key,auto,3,749,,,
persons: H. W. Wüst -> Walter Wüst,persons,H. W. Wüst,Walter Wüst,manual,auto,70,749,,,
persons: H. Wust -> Walter Wüst,persons,H. Wust,Walter Wüst,manual,auto,37,749,,,
persons: H. Wüst -> Walter Wüst,persons,H. Wüst,Walter Wüst,manual,auto,405,749,,,
persons: H. Wüst? -> Walter Wüst,persons,H. Wüst?,Walter Wüst,same-key,auto,15,749,,,
persons: H.W. Wüst -> Walter Wüst,persons,H.W. Wüst,Walter Wüst,same-key,auto,13,749,,,
persons: Hr H. Wüst -> Walter Wüst,persons,Hr H. Wüst,Walter Wüst,same-key,auto,5,749,,,
persons: W. H. Wüst -> Walter Wüst,persons,W. H. Wüst,Walter Wüst,same-key,auto,1,749,,,
persons: W. Wüst -> Walter Wüst,persons,W. Wüst,Walter Wüst,same-key,auto,990,749,,,
persons: W.H. Wüst -> Walter Wüst,persons,W.H. Wüst,Walter Wüst,manual,auto,5,749,,,
persons: Dr Wüst -> Wüst,persons,Dr Wüst,Wüst,same-key,auto,47,471,,,
persons: Dr. Wüst -> Wüst,persons,Dr. Wüst,Wüst,same-key,auto,296,471,,,
persons: Herr Wüst -> Wüst,persons,Herr Wüst,Wüst,same-key,auto,13,471,,,
persons: Hr Wüst -> Wüst,persons,Hr Wüst,Wüst,same-key,auto,18,471,,,
persons: Hr. Wüst -> Wüst,persons,Hr. Wüst,Wüst,same-key,auto,10,471,,,
persons: Wüst? -> Wüst,persons,Wüst?,Wüst,same-key,auto,1,471,,,
persons: cand. Wüst -> Wüst,persons,cand. Wüst,Wüst,same-key,auto,6,471,,,
persons: cand. phil. Wüst -> Wüst,persons,cand. phil. Wüst,Wüst,same-key,auto,10,471,,,
persons: Schifferli -> Dr. A. Schifferli,persons,Schifferli,Dr. A. Schifferli,surname-unique,auto,2,1,,,
persons: Rensch -> Dr. B. Rensch,persons,Rensch,Dr. B. Rensch,surname-unique,auto,1,1,,,
persons: Geheimrat Bosch -> Dr. Bosch,persons,Geheimrat Bosch,Dr. Bosch,same-key,auto,1,1,,,
persons: Zimmermann -> Dr. D. Zimmermann,persons,Zimmermann,Dr. D. Zimmermann,surname-unique,auto,1,1,,,
persons: Dr. Diebach -> Walter Diebach,persons,Dr. Diebach,Walter Diebach,surname-unique,auto,1,2,,,
persons: Hartert -> Dr. E. Hartert,persons,Hartert,Dr. E. Hartert,surname-unique,auto,5,1,,,
persons: Dr. E. Kattinger -> E. Kattinger,persons,Dr. E. Kattinger,E. Kattinger,same-key,auto,1,2,,,
persons: Dr. E. Merikallio -> E. Merikallio,persons,Dr. E. Merikallio,E. Merikallio,same-key,auto,1,1,,,
persons: Merikallio -> E. Merikallio,persons,Merikallio,E. Merikallio,surname-unique,auto,1,1,,,
persons: Dr. Moltoni -> Dr. E. Moltoni,persons,Dr. Moltoni,Dr. E. Moltoni,surname-unique,auto,1,1,,,
persons: Dr. E. Schüz -> Ernst Schüz,persons,Dr. E. Schüz,Ernst Schüz,initial-unique,auto,5,1,,,
persons: Dr. Schüz -> Ernst Schüz,persons,Dr. Schüz,Ernst Schüz,dominant,auto,6,1,,,
persons: E. Schüz -> Ernst Schüz,persons,E. Schüz,Ernst Schüz,same-key,auto,4,1,,,
persons: Prof. Dr. Schüz -> Ernst Schüz,persons,Prof. Dr. Schüz,Ernst Schüz,same-key,auto,1,1,,,
persons: Prof. Schüz -> Ernst Schüz,persons,Prof. Schüz,Ernst Schüz,same-key,auto,1,1,,,
persons: Schüz -> Ernst Schüz,persons,Schüz,Ernst Schüz,same-key,auto,2,1,,,
persons: Dr. E. Sommerfeld -> Eckart Sommerfeld,persons,Dr. E. Sommerfeld,Eckart Sommerfeld,initial-unique,auto,3,20,,,
persons: Dr. Sommerfeld -> Eckart Sommerfeld,persons,Dr. Sommerfeld,Eckart Sommerfeld,dominant,auto,3,20,,,
persons: E. Sommerfeld -> Eckart Sommerfeld,persons,E. Sommerfeld,Eckart Sommerfeld,same-key,auto,35,20,,,
persons: Hr Sommerfeld -> Eckart Sommerfeld,persons,Hr Sommerfeld,Eckart Sommerfeld,same-key,auto,2,20,,,
persons: Sommerfeld -> Eckart Sommerfeld,persons,Sommerfeld,Eckart Sommerfeld,same-key,auto,16,20,,,
persons: Dr. Sonnenschein -> Dr. E. Sonnenschein,persons,Dr. Sonnenschein,Dr. E. Sonnenschein,surname-unique,auto,1,1,,,
persons: Dr. E. Sutter -> E. Sutter,persons,Dr. E. Sutter,E. Sutter,same-key,auto,1,2,,,
persons: Dr. Egerer -> RUDOLF EGERER,persons,Dr. Egerer,RUDOLF EGERER,surname-unique,auto,2,2,,,
persons: Dr. Egger -> Inge Egger,persons,Dr. Egger,Inge Egger,surname-unique,auto,1,1,,,
persons: E. Engel -> Dr. Erich Engel,persons,E. Engel,Dr. Erich Engel,initial-unique,auto,6,2,,,
persons: Dr. Ertl -> E. F. Ertl,persons,Dr. Ertl,E. F. Ertl,surname-unique,auto,2,1,,,
persons: Ertl -> E. F. Ertl,persons,Ertl,E. F. Ertl,same-key,auto,2,1,,,
persons: Dr. Flückmann -> v. Flückmann,persons,Dr. Flückmann,v. Flückmann,surname-unique,auto,2,1,,,
persons: Dr. Fr. -> Fr.,persons,Dr. Fr.,Fr.,same-key,auto,1,1,,,
persons: Dr. Franz -> Franz,persons,Dr. Franz,Franz,same-key,auto,3,6,,,
persons: Franz [?] -> Franz,persons,Franz [?],Franz,same-key,auto,2,6,,,
persons: Hr Franz -> Franz,persons,Hr Franz,Franz,same-key,auto,2,6,,,
persons: Revierförster Franz -> Franz,persons,Revierförster Franz,Franz,same-key,auto,2,6,,,
persons: Franz Uhl -> Dr. Franz Uhl,persons,Franz Uhl,Dr. Franz Uhl,same-key,auto,5,12,,,
persons: Dr. Fratz -> Prof. Fratz,persons,Dr. Fratz,Prof. Fratz,same-key,auto,1,3,,,
persons: Fratz -> Prof. Fratz,persons,Fratz,Prof. Fratz,same-key,auto,2,3,,,
persons: Dr. Frickhing -> H. Frickhing,persons,Dr. Frickhing,H. Frickhing,surname-unique,auto,1,1,,,
persons: Dr. Frickhinger -> Frickhinger,persons,Dr. Frickhinger,Frickhinger,same-key,auto,1,2,,,
persons: Herr Frickhinger -> Frickhinger,persons,Herr Frickhinger,Frickhinger,same-key,auto,1,2,,,
persons: Dr. G. (Engler) -> Dr. G. (Engler,persons,Dr. G. (Engler),Dr. G. (Engler,same-key,auto,1,3,,,
persons: Dr. G. Diesselhorst -> Dr. Gert Diesselhorst,persons,Dr. G. Diesselhorst,Dr. Gert Diesselhorst,initial-unique,auto,5,9,,,
persons: G. Diesselhorst -> Dr. Gert Diesselhorst,persons,G. Diesselhorst,Dr. Gert Diesselhorst,same-key,auto,2,9,,,
persons: Prof. Kietz -> Dr. G. Kietz,persons,Prof. Kietz,Dr. G. Kietz,surname-unique,auto,2,5,,,
persons: Dr. Gebhardt -> Erwin Gebhardt,persons,Dr. Gebhardt,Erwin Gebhardt,dominant,auto,2,11,,,
persons: E. Gebhardt -> Erwin Gebhardt,persons,E. Gebhardt,Erwin Gebhardt,initial-unique,auto,33,11,,,
persons: Gebhardt -> Erwin Gebhardt,persons,Gebhardt,Erwin Gebhardt,same-key,auto,3,11,,,
persons: Dr. Gert Franz -> Gert Franz,persons,Dr. Gert Franz,Gert Franz,same-key,auto,2,6,,,
persons: Dr. Goebbels -> Prof. Dr Georg Goebbels,persons,Dr. Goebbels,Prof. Dr Georg Goebbels,surname-unique,auto,1,1,,,
persons: Göbbels -> Prof. Dr Georg Goebbels,persons,Göbbels,Prof. Dr Georg Goebbels,same-key,auto,1,1,,,
persons: Graf Gyldenstolpe -> Dr. Graf N. Gyldenstolpe,persons,Graf Gyldenstolpe,Dr. Graf N. Gyldenstolpe,surname-unique,auto,1,1,,,
persons: Dr. Grigg -> Grigg,persons,Dr. Grigg,Grigg,same-key,auto,1,1,,,
persons: Dr. H. Dathe -> Heinrich Dathe,persons,Dr. H. Dathe,Heinrich Dathe,initial-unique,auto,1,1,,,
persons: Dr. H. Frieling -> Heinrich Frieling,persons,Dr. H. Frieling,Heinrich Frieling,initial-unique,auto,2,1,,,
persons: Dr. H. Hirt -> H. Hirt,persons,Dr. H. Hirt,H. Hirt,same-key,auto,5,39,,,
persons: Dr. H. Johansen -> Herrn Johansen,persons,Dr. H. Johansen,Herrn Johansen,initial-unique,auto,1,1,,,
persons: Johansen -> Herrn Johansen,persons,Johansen,Herrn Johansen,surname-unique,auto,1,1,,,
persons: Dr. H. Kust -> H. Kust,persons,Dr. H. Kust,H. Kust,same-key,auto,1,14,,,
persons: Dr. Münch -> Dr. H. Münch,persons,Dr. Münch,Dr. H. Münch,dominant,auto,2,11,,,
persons: Münch -> Dr. H. Münch,persons,Münch,Dr. H. Münch,same-key,auto,3,11,,,
persons: Dr. H. Rust -> H. Rust,persons,Dr. H. Rust,H. Rust,same-key,auto,2,3,,,
persons: Dr. H. Scharnke -> Hans Scharnke,persons,Dr. H. Scharnke,Hans Scharnke,initial-unique,auto,1,1,,,
persons: Dr. Scharnke -> Hans Scharnke,persons,Dr. Scharnke,Hans Scharnke,surname-unique,auto,2,1,,,
persons: Dr. SCHULTE -> Dr. H. Schulte,persons,Dr. SCHULTE,Dr. H. Schulte,surname-unique,auto,1,2,,,
persons: Dr. H. Weigold -> Dr. Hugo Weigold,persons,Dr. H. Weigold,Dr. Hugo Weigold,wikidata,auto,2,12,,,
persons: Hr Haenel -> Dr. Haenel,persons,Hr Haenel,Dr. Haenel,same-key,auto,1,2,,,
persons: Dr. Hagemann -> Hagemann,persons,Dr. Hagemann,Hagemann,same-key,auto,1,1,,,
persons: Dr. Heinz Remold -> Heinz Remold,persons,Dr. Heinz Remold,Heinz Remold,same-key,auto,1,702,,,
persons: H. Remold -> Heinz Remold,persons,H. Remold,Heinz Remold,initial-unique,auto,212,702,,,
persons: H.REMOLD -> Heinz Remold,persons,H.REMOLD,Heinz Remold,same-key,auto,1,702,,,
persons: HEINZ REMOLD -> Heinz Remold,persons,HEINZ REMOLD,Heinz Remold,same-key,auto,2,702,,,
persons: Heinz REMOLD -> Heinz Remold,persons,Heinz REMOLD,Heinz Remold,same-key,auto,2,702,,,
persons: REMOLD -> Heinz Remold,persons,REMOLD,Heinz Remold,dominant,auto,45,702,,,
persons: Remold -> Heinz Remold,persons,Remold,Heinz Remold,same-key,auto,82,702,,,
persons: Hermann -> Dr. Hermann,persons,Hermann,Dr. Hermann,same-key,auto,2,3,,,
persons: Hirt -> Dr. Hirt,persons,Hirt,Dr. Hirt,same-key,auto,10,16,,,
persons: Dr. Hoffmann -> Hoffmann,persons,Dr. Hoffmann,Hoffmann,same-key,auto,4,6,,,
persons: Dr. Hofmann -> Joachim Hofmann,persons,Dr. Hofmann,Joachim Hofmann,dominant,auto,1,16,,,
persons: J. M. Harrison -> Dr. J. M. Harrison,persons,J. M. Harrison,Dr. J. M. Harrison,same-key,auto,1,2,,,
persons: Rasch -> Dr. J. M. Rasch,persons,Rasch,Dr. J. M. Rasch,surname-unique,auto,2,1,,,
persons: Dr. Junge -> Junge,persons,Dr. Junge,Junge,same-key,auto,1,1,,,
persons: K. Engel -> Dr. K. Engel,persons,K. Engel,Dr. K. Engel,same-key,auto,3,4,,,
persons: Dr. K. Lorenz -> Prof. Konrad Lorenz,persons,Dr. K. Lorenz,Prof. Konrad Lorenz,initial-unique,auto,1,1,,,
persons: K. Lorenz -> Prof. Konrad Lorenz,persons,K. Lorenz,Prof. Konrad Lorenz,same-key,auto,1,1,,,
persons: Lorenz -> Prof. Konrad Lorenz,persons,Lorenz,Prof. Konrad Lorenz,surname-unique,auto,2,1,,,
persons: Dr. K. Voous -> K. H. Voous,persons,Dr. K. Voous,K. H. Voous,wikidata,auto,1,1,,,
persons: Prof. Kahmann -> Dr. Kahmann,persons,Prof. Kahmann,Dr. Kahmann,same-key,auto,1,2,,,
persons: Dr. Karl Haenel -> Karl Haenel,persons,Dr. Karl Haenel,Karl Haenel,same-key,auto,1,1,,,
persons: Dr. Keil -> Keil,persons,Dr. Keil,Keil,same-key,auto,1,8,,,
persons: Dr. Kiefer -> Michael Kiefer,persons,Dr. Kiefer,Michael Kiefer,dominant,auto,2,84,,,
persons: Kiefer -> Michael Kiefer,persons,Kiefer,Michael Kiefer,same-key,auto,69,84,,,
persons: M. Kiefer -> Michael Kiefer,persons,M. Kiefer,Michael Kiefer,dominant,auto,224,84,,,
persons: Dr. Kimmelhorst -> H. Kimmelhorst,persons,Dr. Kimmelhorst,H. Kimmelhorst,surname-unique,auto,2,1,,,
persons: Dr. Kleinschmidt -> Kleinschmidt,persons,Dr. Kleinschmidt,Kleinschmidt,same-key,auto,3,8,,,
persons: Dr. Krauß -> Krauß,persons,Dr. Krauß,Krauß,same-key,auto,2,2,,,
persons: Dr. Kuck -> Walter Kuck,persons,Dr. Kuck,Walter Kuck,surname-unique,auto,2,1,,,
persons: W. Kuck -> Walter Kuck,persons,W. Kuck,Walter Kuck,initial-unique,auto,2,1,,,
persons: Dr. Kuhk -> R. Kuhk,persons,Dr. Kuhk,R. Kuhk,surname-unique,auto,1,1,,,
persons: Dr. R. Kuhk -> R. Kuhk,persons,Dr. R. Kuhk,R. Kuhk,same-key,auto,1,1,,,
persons: Dr. Kunze -> O. Kunze,persons,Dr. Kunze,O. Kunze,surname-unique,auto,1,2,,,
persons: Forstmeister Kunze -> O. Kunze,persons,Forstmeister Kunze,O. Kunze,same-key,auto,1,2,,,
persons: Kunze -> O. Kunze,persons,Kunze,O. Kunze,same-key,auto,4,2,,,
persons: Dr. König -> König,persons,Dr. König,König,same-key,auto,2,2,,,
persons: Dr. Kühk -> R. Kühk,persons,Dr. Kühk,R. Kühk,surname-unique,auto,1,1,,,
persons: Dr. Kühlhorn -> Kühlhorn,persons,Dr. Kühlhorn,Kühlhorn,same-key,auto,4,4,,,
persons: Stud. Kühlhorn -> Kühlhorn,persons,Stud. Kühlhorn,Kühlhorn,same-key,auto,2,4,,,
persons: L. -> Dr. L.,persons,L.,Dr. L.,same-key,auto,1,3,,,
persons: Dr. Lanker -> Karl Lanker,persons,Dr. Lanker,Karl Lanker,surname-unique,auto,3,5,,,
persons: K. Lanker -> Karl Lanker,persons,K. Lanker,Karl Lanker,initial-unique,auto,5,5,,,
persons: Lanker -> Karl Lanker,persons,Lanker,Karl Lanker,same-key,auto,13,5,,,
persons: Dr. Laubmann -> Laubmann,persons,Dr. Laubmann,Laubmann,same-key,auto,1,1,,,
persons: Dr. Leber -> Leber,persons,Dr. Leber,Leber,same-key,auto,2,6,,,
persons: Dr. Lindner -> Georg Lindner,persons,Dr. Lindner,Georg Lindner,surname-unique,auto,2,2,,,
persons: Dr. Lutz -> Lutz,persons,Dr. Lutz,Lutz,same-key,auto,3,8,,,
persons: Sassi -> Dr. M. Sassi,persons,Sassi,Dr. M. Sassi,surname-unique,auto,6,1,,,
persons: Dr. Makatsch -> Dr. W. Makatsch,persons,Dr. Makatsch,Dr. W. Makatsch,surname-unique,auto,1,1,,,
persons: Makatsch -> Dr. W. Makatsch,persons,Makatsch,Dr. W. Makatsch,same-key,auto,2,1,,,
persons: Dr. Mang -> Mang,persons,Dr. Mang,Mang,same-key,auto,1,1,,,
persons: Martin -> Dr. Martin,persons,Martin,Dr. Martin,same-key,auto,2,3,,,
persons: Dr. Meyer -> Lehrer Meyer,persons,Dr. Meyer,Lehrer Meyer,same-key,auto,1,2,,,
persons: Dr. Neubaur -> Dr. NEUBAUR,persons,Dr. Neubaur,Dr. NEUBAUR,same-key,auto,2,2,,,
persons: Förster Neubauer -> Dr. Neubauer,persons,Förster Neubauer,Dr. Neubauer,same-key,auto,1,2,,,
persons: Dr. O. Kleinschmidt -> Otto Kleinschmidt,persons,Dr. O. Kleinschmidt,Otto Kleinschmidt,initial-unique,auto,1,1,,,
persons: O. Kleinschmidt -> Otto Kleinschmidt,persons,O. Kleinschmidt,Otto Kleinschmidt,same-key,auto,1,1,,,
persons: Dr. Völker -> Dr. O. Völker,persons,Dr. Völker,Dr. O. Völker,surname-unique,auto,1,1,,,
persons: Dr. Otto von Frisch -> OTTO v. FRISCH,persons,Dr. Otto von Frisch,OTTO v. FRISCH,wikidata,auto,2,1,,,
persons: O. v. Frisch -> OTTO v. FRISCH,persons,O. v. Frisch,OTTO v. FRISCH,initial-unique,auto,1,1,,,
persons: Otto v. Frisch -> OTTO v. FRISCH,persons,Otto v. Frisch,OTTO v. FRISCH,same-key,auto,1,1,,,
persons: Otto von Frisch -> OTTO v. FRISCH,persons,Otto von Frisch,OTTO v. FRISCH,same-key,auto,5,1,,,
persons: Dr. Pateff -> P. Pateff,persons,Dr. Pateff,P. Pateff,surname-unique,auto,1,1,,,
persons: Dr. Pontus Palmgren -> Pontus Palmgren,persons,Dr. Pontus Palmgren,Pontus Palmgren,same-key,auto,1,1,,,
persons: R. Hoffmann -> Dr. R. Hoffmann,persons,R. Hoffmann,Dr. R. Hoffmann,same-key,auto,1,11,,,
persons: Dr. Rau -> Rau,persons,Dr. Rau,Rau,same-key,auto,2,2,,,
persons: Dr. Reichel -> Reichel,persons,Dr. Reichel,Reichel,same-key,auto,1,1,,,
persons: Dr. Rothmeyer -> Hermann Rothmeyer,persons,Dr. Rothmeyer,Hermann Rothmeyer,surname-unique,auto,1,2,,,
persons: Dr. Rück -> Rück,persons,Dr. Rück,Rück,same-key,auto,1,8,,,
persons: Dr. Salomonsen -> Salomonsen,persons,Dr. Salomonsen,Salomonsen,same-key,auto,1,2,,,
persons: Prof. Salomonsen -> Salomonsen,persons,Prof. Salomonsen,Salomonsen,same-key,auto,1,2,,,
persons: Dr. Schmidt -> Schmidt,persons,Dr. Schmidt,Schmidt,same-key,auto,3,6,,,
persons: Dr. Schneider -> Schneider,persons,Dr. Schneider,Schneider,same-key,auto,1,5,,,
persons: Hr Schneider -> Schneider,persons,Hr Schneider,Schneider,same-key,auto,1,5,,,
persons: Dr. Schnetter -> Wolfgang Schnetter,persons,Dr. Schnetter,Wolfgang Schnetter,surname-unique,auto,1,1,,,
persons: Hr Sellmayr -> Dr. Sellmayr,persons,Hr Sellmayr,Dr. Sellmayr,same-key,auto,2,4,,,
persons: Dr. Senger -> Dr. W. Senger,persons,Dr. Senger,Dr. W. Senger,surname-unique,auto,17,1,,,
persons: Senger -> Dr. W. Senger,persons,Senger,Dr. W. Senger,same-key,auto,4,1,,,
persons: Dr. Sick -> Sick,persons,Dr. Sick,Sick,same-key,auto,1,1,,,
persons: Knecht -> Dr. Sigrid Knecht,persons,Knecht,Dr. Sigrid Knecht,surname-unique,auto,1,2,,,
persons: Dr. Springer -> Springer,persons,Dr. Springer,Springer,same-key,auto,2,8,,,
persons: Prof. Stange -> Dr. Stange,persons,Prof. Stange,Dr. Stange,same-key,auto,1,2,,,
persons: Dr. Statler -> Ludwig Statler,persons,Dr. Statler,Ludwig Statler,surname-unique,auto,1,2,,,
persons: Statler -> Ludwig Statler,persons,Statler,Ludwig Statler,same-key,auto,1,2,,,
persons: Dr. Stein -> Stein,persons,Dr. Stein,Stein,same-key,auto,1,5,,,
persons: Dr. Steinbacher -> Steinbacher,persons,Dr. Steinbacher,Steinbacher,same-key,auto,4,5,,,
persons: Prof. Steinbacher -> Steinbacher,persons,Prof. Steinbacher,Steinbacher,same-key,auto,1,5,,,
persons: Strauss -> Dr. Strauß,persons,Strauss,Dr. Strauß,same-key,auto,1,4,,,
persons: Strauß -> Dr. Strauß,persons,Strauß,Dr. Strauß,same-key,auto,3,4,,,
persons: Dr. Stresemann -> E. Stresemann,persons,Dr. Stresemann,E. Stresemann,surname-unique,auto,3,7,,,
persons: Prof. Dr. E. Stresemann -> E. Stresemann,persons,Prof. Dr. E. Stresemann,E. Stresemann,same-key,auto,2,7,,,
persons: Prof. Dr. Stresemann -> E. Stresemann,persons,Prof. Dr. Stresemann,E. Stresemann,same-key,auto,1,7,,,
persons: Prof. E. Stresemann -> E. Stresemann,persons,Prof. E. Stresemann,E. Stresemann,same-key,auto,1,7,,,
persons: Prof. Stresemann -> E. Stresemann,persons,Prof. Stresemann,E. Stresemann,same-key,auto,2,7,,,
persons: Stresemann -> E. Stresemann,persons,Stresemann,E. Stresemann,same-key,auto,31,7,,,
persons: Dr. Tratz -> Tratz,persons,Dr. Tratz,Tratz,same-key,auto,1,14,,,
persons: Prof. Dr. Tratz -> Tratz,persons,Prof. Dr. Tratz,Tratz,same-key,auto,2,14,,,
persons: Prof. Tratz -> Tratz,persons,Prof. Tratz,Tratz,same-key,auto,2,14,,,
persons: Frhr. Uhl -> Dr. Uhl,persons,Frhr. Uhl,Dr. Uhl,same-key,auto,6,13,,,
persons: Hr. Uhl -> Dr. Uhl,persons,Hr. Uhl,Dr. Uhl,same-key,auto,2,13,,,
persons: Prof. Uhl -> Dr. Uhl,persons,Prof. Uhl,Dr. Uhl,same-key,auto,5,13,,,
persons: Studienrat Uhl -> Dr. Uhl,persons,Studienrat Uhl,Dr. Uhl,same-key,auto,2,13,,,
persons: Uhl -> Dr. Uhl,persons,Uhl,Dr. Uhl,same-key,auto,1,13,,,
persons: Dr. Unger -> Herr Unger,persons,Dr. Unger,Herr Unger,same-key,auto,1,2,,,
persons: V. Wüst -> Dr. V. Wüst,persons,V. Wüst,Dr. V. Wüst,same-key,auto,1,2,,,
persons: Dr. W. Götz -> Wilh. H. J. Götz,persons,Dr. W. Götz,Wilh. H. J. Götz,wikidata,auto,1,3,,,
persons: Dr. W. Wundt -> W. Wundt,persons,Dr. W. Wundt,W. Wundt,same-key,auto,1,2,,,
persons: Wundt -> W. Wundt,persons,Wundt,W. Wundt,surname-unique,auto,1,2,,,
persons: Dr. Walde -> K. Walde,persons,Dr. Walde,K. Walde,surname-unique,auto,1,2,,,
persons: Dr. Walter Müller -> Walter Müller,persons,Dr. Walter Müller,Walter Müller,same-key,auto,1,1,,,
persons: Dr. West -> Walter West,persons,Dr. West,Walter West,surname-unique,auto,1,1,,,
persons: W. West -> Walter West,persons,W. West,Walter West,initial-unique,auto,12,1,,,
persons: West -> Walter West,persons,West,Walter West,same-key,auto,20,1,,,
persons: Dr. Wink -> H. Wink,persons,Dr. Wink,H. Wink,dominant,auto,1,22,,,
persons: Wink -> H. Wink,persons,Wink,H. Wink,same-key,auto,1,22,,,
persons: Dr. med. Ernst Müller -> Ernst Müller,persons,Dr. med. Ernst Müller,Ernst Müller,same-key,auto,1,1,,,
persons: Prof. Dr. von Jordans -> Dr. von Jordans,persons,Prof. Dr. von Jordans,Dr. von Jordans,same-key,auto,1,2,,,
persons: von Jordans -> Dr. von Jordans,persons,von Jordans,Dr. von Jordans,same-key,auto,1,2,,,
persons: E. Franck -> Erich Franck,persons,E. Franck,Erich Franck,initial-unique,auto,2,3,,,
persons: Franck -> Erich Franck,persons,Franck,Erich Franck,surname-unique,auto,2,3,,,
persons: E. Frank -> Erich Frank,persons,E. Frank,Erich Frank,initial-unique,auto,3,7,,,
persons: Erich frank -> Erich Frank,persons,Erich frank,Erich Frank,same-key,auto,2,7,,,
