merge_id,section,variant,canonical,rule,status,n_variant,n_canonical,detail,decision,reason
places: Gennachhaus -> Gennachhausen,places,Gennachhaus,Gennachhausen,similar,candidate,1,13,similarity 0.92; kind - / locality,y,truncated variant
places: Gennachhauser Moor -> Gennachhauser Moos,places,Gennachhauser Moor,Gennachhauser Moos,similar,candidate,1,18,similarity 0.94; kind - / locality,y,Moor/Moos synonym
places: Gennachshauer Moos -> Gennachhauser Moos,places,Gennachshauer Moos,Gennachhauser Moos,similar,candidate,2,18,similarity 0.94; kind - / locality,y,OCR variant
places: Geräumt -> Geräum,places,Geräumt,Geräum,similar,candidate,2,2,similarity 0.93; kind locality / locality,y,same generic word
places: Geräumet V / 4 -> Geräumet V / 2,places,Geräumet V / 4,Geräumet V / 2,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumet V / 2 -> Geräumt VI/2,places,Geräumet V / 2,Geräumt VI/2,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different sections V vs VI
places: Geräumet V / 4 -> Geräumt VI/4,places,Geräumet V / 4,Geräumt VI/4,similar,candidate,2,4,similarity 0.92; kind locality / locality,n,different sections V vs VI
places: Geräumt V/i -> Geräumt v/9,places,Geräumt V/i,Geräumt v/9,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt V/i -> Geräumt VI,places,Geräumt V/i,Geräumt VI,similar,candidate,2,4,similarity 0.96; kind locality / locality,n,different sections
places: Geräumt V/i -> Geräumt VI/i,places,Geräumt V/i,Geräumt VI/i,similar,candidate,2,6,similarity 0.96; kind locality / locality,n,different sections V vs VI
places: Geräumt VI/1 -> Geräumt VI,places,Geräumt VI/1,Geräumt VI,similar,candidate,2,4,similarity 0.92; kind locality / locality,n,plot vs section
places: Geräumt VI/2 -> Geräumt VI,places,Geräumt VI/2,Geräumt VI,similar,candidate,2,4,similarity 0.92; kind locality / locality,n,plot vs section
places: Geräumt VI -> Geräumt VI/3,places,Geräumt VI,Geräumt VI/3,similar,candidate,4,6,similarity 0.92; kind locality / locality,n,section vs plot
places: Geräumt VI/4 -> Geräumt VI,places,Geräumt VI/4,Geräumt VI,similar,candidate,4,4,similarity 0.92; kind locality / locality,n,plot vs section
places: Geräumt VI -> Geräumt VI/5,places,Geräumt VI,Geräumt VI/5,similar,candidate,4,6,similarity 0.92; kind locality / locality,n,section vs plot
places: Geräumt VI -> Geräumt VI/i,places,Geräumt VI,Geräumt VI/i,similar,candidate,4,6,similarity 0.92; kind locality / locality,n,section vs plot
places: Geräumt VI/2 -> Geräumt VI/1,places,Geräumt VI/2,Geräumt VI/1,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt VI/1 -> Geräumt VI/3,places,Geräumt VI/1,Geräumt VI/3,similar,candidate,2,6,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt VI/1 -> Geräumt VI/4,places,Geräumt VI/1,Geräumt VI/4,similar,candidate,2,4,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt VI/1 -> Geräumt VI/5,places,Geräumt VI/1,Geräumt VI/5,similar,candidate,2,6,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt VI/1 -> Geräumt VI/i,places,Geräumt VI/1,Geräumt VI/i,similar,candidate,2,6,similarity 0.92; kind locality / locality,y,i is OCR of 1
places: Geräumt VI/2 -> Geräumt VI/3,places,Geräumt VI/2,Geräumt VI/3,similar,candidate,2,6,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt VI/2 -> Geräumt VI/4,places,Geräumt VI/2,Geräumt VI/4,similar,candidate,2,4,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt VI/2 -> Geräumt VI/5,places,Geräumt VI/2,Geräumt VI/5,similar,candidate,2,6,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt VI/2 -> Geräumt VI/i,places,Geräumt VI/2,Geräumt VI/i,similar,candidate,2,6,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt VI/4 -> Geräumt VI/3,places,Geräumt VI/4,Geräumt VI/3,similar,candidate,4,6,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt VI/5 -> Geräumt VI/3,places,Geräumt VI/5,Geräumt VI/3,similar,candidate,6,6,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt VI/i -> Geräumt VI/3,places,Geräumt VI/i,Geräumt VI/3,similar,candidate,6,6,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt VI/4 -> Geräumt VI/5,places,Geräumt VI/4,Geräumt VI/5,similar,candidate,4,6,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt VI/4 -> Geräumt VI/i,places,Geräumt VI/4,Geräumt VI/i,similar,candidate,4,6,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geräumt VI/i -> Geräumt VI/5,places,Geräumt VI/i,Geräumt VI/5,similar,candidate,6,6,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geraumet VI/5 -> Geräumt VI/5,places,Geraumet VI/5,Geräumt VI/5,similar,candidate,2,6,similarity 0.92; kind locality / locality,y,spelling variant same plot
places: Geraumet VI/6 -> Geraumet VI/5,places,Geraumet VI/6,Geraumet VI/5,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Germaringer Straße -> Germaringer Landstraße,places,Germaringer Straße,Germaringer Landstraße,similar,candidate,2,4,similarity 0.90; kind locality / locality,y,same road to Germaringen; Kaufbeuren
places: Gernviertel VI -> Gernviertel VI/9,places,Gernviertel VI,Gernviertel VI/9,similar,candidate,1,2,similarity 0.93; kind - / locality,n,section vs plot
places: Geviert VI/2 -> Geviert VI/1,places,Geviert VI/2,Geviert VI/1,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geviert VI/3 -> Geviert VI/1,places,Geviert VI/3,Geviert VI/1,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geviert VI/5 -> Geviert VI/1,places,Geviert VI/5,Geviert VI/1,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geviert VI/9 -> Geviert VI/1,places,Geviert VI/9,Geviert VI/1,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geviert VI/3 -> Geviert VI/2,places,Geviert VI/3,Geviert VI/2,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geviert VI/5 -> Geviert VI/2,places,Geviert VI/5,Geviert VI/2,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geviert VI/9 -> Geviert VI/2,places,Geviert VI/9,Geviert VI/2,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geviert VI/5 -> Geviert VI/3,places,Geviert VI/5,Geviert VI/3,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geviert VI/9 -> Geviert VI/3,places,Geviert VI/9,Geviert VI/3,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Geviert VI/9 -> Geviert VI/5,places,Geviert VI/9,Geviert VI/5,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,different numbered plots
places: Gewand 5/3 -> Gewand 15/3,places,Gewand 5/3,Gewand 15/3,similar,candidate,2,4,similarity 0.95; kind locality / locality,n,different numbered plots
places: Gewand VI/5 -> Gewand II/5,places,Gewand VI/5,Gewand II/5,similar,candidate,1,2,similarity 0.91; kind - / locality,n,different sections
places: Gewand VI/4 -> Gewand V/4,places,Gewand VI/4,Gewand V/4,similar,candidate,1,5,similarity 0.95; kind - / locality,n,different sections
places: Gewand VI/5 -> Gewand VI/4,places,Gewand VI/5,Gewand VI/4,similar,candidate,1,1,similarity 0.91; kind - / -,n,different numbered plots
places: Gewanne VI -> Gewann VI,places,Gewanne VI,Gewann VI,similar,candidate,2,2,similarity 0.95; kind locality / locality,y,Gewann/Gewanne spelling variant
places: Gewann w/3 -> Gewann w/2,places,Gewann w/3,Gewann w/2,similar,candidate,4,4,similarity 0.90; kind locality / locality,n,different numbered plots
places: Gewann w/5 -> Gewann w/2,places,Gewann w/5,Gewann w/2,similar,candidate,2,4,similarity 0.90; kind locality / locality,n,different numbered plots
places: Gewann w/5 -> Gewann w/3,places,Gewann w/5,Gewann w/3,similar,candidate,2,4,similarity 0.90; kind locality / locality,n,different numbered plots
places: Gewann w/5/6 -> Gewann w/5,places,Gewann w/5/6,Gewann w/5,similar,candidate,2,2,similarity 0.91; kind locality / locality,n,numbered field subdivision differs
places: Gewinner ū/9 -> Gewinner ū/2,places,Gewinner ū/9,Gewinner ū/2,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,numbered field differs
places: Giesbächlein -> Gierbächlein,places,Giesbächlein,Gierbächlein,similar,candidate,2,2,similarity 0.92; kind locality / locality,y,s/r swap; same Eisvogel entry at Stauwehr
places: Gierdamme -> Gierdamm,places,Gierdamme,Gierdamm,similar,candidate,1,8,similarity 0.94; kind - / locality,y,inflected form of Gierdamm
places: Gierdamme -> Gierdammen,places,Gierdamme,Gierdammen,similar,candidate,1,4,similarity 0.95; kind - / locality,n,superseded; another canonical accepted
places: Gieringer Waldhaus -> Giesinger Waldhaus,places,Gieringer Waldhaus,Giesinger Waldhaus,similar,candidate,5,68,similarity 0.94; kind locality / locality,y,r/s OCR swap of Giesinger
places: Gieringer Waldhausstraße -> Giesinger Waldhaus-Straße,places,Gieringer Waldhausstraße,Giesinger Waldhaus-Straße,similar,candidate,2,5,similarity 0.94; kind locality / locality,n,superseded; another canonical accepted
places: Gieringer Waldhausstraße -> Giesinger Waldhausstraße,places,Gieringer Waldhausstraße,Giesinger Waldhausstraße,similar,candidate,2,18,similarity 0.96; kind locality / locality,y,r/s OCR swap; same street
places: Gieringer Waldsaum -> Giesinger Waldsaum,places,Gieringer Waldsaum,Giesinger Waldsaum,similar,candidate,6,20,similarity 0.94; kind locality / locality,y,r/s OCR swap; same locality
places: Giesinger Forsthaus -> Giesinger Posthaus,places,Giesinger Forsthaus,Giesinger Posthaus,similar,candidate,1,2,similarity 0.92; kind - / locality,y,Posthaus is OCR of Forsthaus
places: Giesinger Friedhof -> Giesinger Waldfriedhof,places,Giesinger Friedhof,Giesinger Waldfriedhof,similar,candidate,2,4,similarity 0.90; kind locality / locality,n,possibly different Giesing cemeteries
places: Giesinger Haltebaum -> Giesinger Haltebad,places,Giesinger Haltebaum,Giesinger Haltebad,similar,candidate,2,2,similarity 0.92; kind locality / locality,y,both garbles of same Giesinger place
places: Giesinger Waldau -> Giesinger Wald,places,Giesinger Waldau,Giesinger Wald,similar,candidate,1,2,similarity 0.93; kind - / locality,n,garbled singleton; target unclear
places: Giesinger Waldau -> Giesinger Waldbauer,places,Giesinger Waldau,Giesinger Waldbauer,similar,candidate,1,2,similarity 0.91; kind - / locality,n,garbled singleton; target unclear
places: Giesinger Waldau -> Giesinger Waldhaus,places,Giesinger Waldau,Giesinger Waldhaus,similar,candidate,1,68,similarity 0.94; kind - / locality,n,garbled singleton; target unclear
places: Giesinger Waldau -> Giesinger Waldsaum,places,Giesinger Waldau,Giesinger Waldsaum,similar,candidate,1,20,similarity 0.94; kind - / locality,n,garbled singleton; target unclear
places: Giesinger Waldbauernstraße -> Giesinger Waldbahnstraße,places,Giesinger Waldbauernstraße,Giesinger Waldbahnstraße,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,two different garbles; unclear
places: Giesinger Waldbahnstraße -> Giesinger Waldstraße,places,Giesinger Waldbahnstraße,Giesinger Waldstraße,similar,candidate,2,2,similarity 0.91; kind locality / locality,n,unattested street names; unclear
places: Giesinger Waldbauernstraße -> Giesinger Waldmauerstraße,places,Giesinger Waldbauernstraße,Giesinger Waldmauerstraße,similar,candidate,2,2,similarity 0.94; kind locality / locality,n,two different garbles; unclear
places: Giesinger Waldhaus-Weg -> Giesinger Waldhaus,places,Giesinger Waldhaus-Weg,Giesinger Waldhaus,similar,candidate,10,68,similarity 0.90; kind locality / locality,n,path vs building
places: Giesinger Waldhaus-Straße -> Giesinger Waldhausstraße,places,Giesinger Waldhaus-Straße,Giesinger Waldhausstraße,similar,candidate,5,18,similarity 0.98; kind locality / locality,y,hyphen variant
places: Giesinger Waldsaum-Straße -> Giesinger Waldhaus-Straße,places,Giesinger Waldsaum-Straße,Giesinger Waldhaus-Straße,similar,candidate,1,5,similarity 0.92; kind - / locality,n,Waldsaum-Straße singleton; unclear
places: Giesinger Waldmauerstraße -> Giesinger Waldhausstraße,places,Giesinger Waldmauerstraße,Giesinger Waldhausstraße,similar,candidate,2,18,similarity 0.90; kind locality / locality,n,garble target unclear
places: Giesinger Waldsaum-Straße -> Giesinger Waldhausstraße,places,Giesinger Waldsaum-Straße,Giesinger Waldhausstraße,similar,candidate,1,18,similarity 0.90; kind - / locality,n,garble target unclear
places: Giesinger Waldstraße -> Giesinger Waldhausstraße,places,Giesinger Waldstraße,Giesinger Waldhausstraße,similar,candidate,2,18,similarity 0.91; kind locality / locality,n,Waldstraße vs Waldhausstraße unclear
places: Giesinger Waldtraudstraße -> Giesinger Waldhausstraße,places,Giesinger Waldtraudstraße,Giesinger Waldhausstraße,similar,candidate,1,18,similarity 0.90; kind - / locality,n,garble target unclear
places: Glockenleite -> Glockleite,places,Glockenleite,Glockleite,similar,candidate,2,2,similarity 0.91; kind locality / locality,n,Munich Glockleite vs Karlsreuth Glockenleite
places: Göckin -> Göcking,places,Göckin,Göcking,similar,candidate,1,27,similarity 0.93; kind - / locality,y,truncated OCR of Göcking
places: Göring -> Göhring,places,Göring,Göhring,similar,candidate,1,11,similarity 0.93; kind settlement / settlement,y,garbles of same August summer place
places: Gönnebach -> Gönelbach,places,Gönnebach,Gönelbach,similar,candidate,3,6,similarity 0.90; kind locality / locality,y,same Kochel Weiler; same entry
places: Görbing -> Göring,places,Görbing,Göring,similar,candidate,1,1,similarity 0.93; kind settlement / settlement,y,garbles of same August summer place
places: Goldach-See -> Goldachsee,places,Goldach-See,Goldachsee,similar,candidate,1,138,similarity 0.95; kind - / locality,y,hyphen variant
places: Goldach-See -> Goldbachsee,places,Goldach-See,Goldbachsee,similar,candidate,1,6,similarity 0.91; kind - / locality,n,superseded; another canonical accepted
places: Golsachmündung -> Goldachmündung,places,Golsachmündung,Goldachmündung,similar,candidate,2,4,similarity 0.93; kind locality / locality,y,OCR variant
places: Goldbachsee -> Goldachsee,places,Goldbachsee,Goldachsee,similar,candidate,6,138,similarity 0.95; kind locality / locality,y,b insertion OCR; same lake
places: Goliachsee -> Goldachsee,places,Goliachsee,Goldachsee,similar,candidate,8,138,similarity 0.90; kind locality / locality,y,OCR variant
places: Gommershofen -> Gommerhofen,places,Gommershofen,Gommerhofen,similar,candidate,1,2,similarity 0.96; kind - / settlement,y,spelling variant
places: Grän -> Graben,places,Grän,Graben,similar,candidate,5,7,similarity 0.91; kind locality / locality,n,Grän Tyrol vs generic Graben
places: Graben-Seen -> Grabensee,places,Graben-Seen,Grabensee,similar,candidate,1,2,similarity 0.90; kind - / locality,n,plural ditch ponds vs named lake; unclear
places: Graswang-Tal -> Graswangtal,places,Graswang-Tal,Graswangtal,similar,candidate,3,13,similarity 0.96; kind locality / locality,y,hyphen variant
places: Graumel V -> Graumel V/1,places,Graumel V,Graumel V/1,similar,candidate,1,5,similarity 0.90; kind - / locality,n,numbered field vs subfield
places: Graumel V -> Graumel V/3,places,Graumel V,Graumel V/3,similar,candidate,1,2,similarity 0.90; kind - / locality,n,numbered field vs subfield
places: Graumel V/3 -> Graumel V/1,places,Graumel V/3,Graumel V/1,similar,candidate,2,5,similarity 0.91; kind locality / locality,n,numbered fields differ
places: Grauraut IV -> Grauraut IV/1,places,Grauraut IV,Grauraut IV/1,similar,candidate,1,2,similarity 0.92; kind - / locality,n,numbered field vs subfield
places: Grauraut IV -> Grauraut IV/3,places,Grauraut IV,Grauraut IV/3,similar,candidate,1,2,similarity 0.92; kind - / locality,n,numbered field vs subfield
places: Grauraut IV/3 -> Grauraut IV/1,places,Grauraut IV/3,Grauraut IV/1,similar,candidate,2,2,similarity 0.92; kind locality / locality,n,numbered fields differ
places: Griechneplatz -> Griechenplatz,places,Griechneplatz,Griechenplatz,similar,candidate,4,18,similarity 0.92; kind locality / locality,y,OCR letter swap
places: Griechenstraße -> Griechestraße,places,Griechenstraße,Griechestraße,similar,candidate,2,2,similarity 0.97; kind locality / locality,y,spelling variant
places: Grieselplatz -> Griesenplatz,places,Grieselplatz,Griesenplatz,similar,candidate,2,4,similarity 0.92; kind locality / locality,y,both garbles of same square near home
places: Groß-Lappen -> Großlappen,places,Groß-Lappen,Großlappen,similar,candidate,1,11,similarity 0.96; kind - / locality,y,hyphen variant
places: Großtingharting -> Großdingharting,places,Großtingharting,Großdingharting,similar,candidate,2,3,similarity 0.94; kind locality / locality,y,OCR t/d swap
places: Großes Schifffeld -> großes Schilffeld,places,Großes Schifffeld,großes Schilffeld,similar,candidate,2,20,similarity 0.94; kind locality / locality,y,Schiff is OCR of Schilf
places: Grubenplatz -> Grübenplatz,places,Grubenplatz,Grübenplatz,similar,candidate,2,2,similarity 0.96; kind locality / locality,y,umlaut variant
places: Grünebach -> Grünenbach,places,Grünebach,Grünenbach,similar,candidate,2,5,similarity 0.95; kind locality / locality,y,Grünenbach Allgäu spelling variant
places: Grünerbach -> Grünebach,places,Grünerbach,Grünebach,similar,candidate,2,2,similarity 0.95; kind locality / locality,n,superseded; another canonical accepted
places: Grünerbach -> Grünenbach,places,Grünerbach,Grünenbach,similar,candidate,2,5,similarity 0.91; kind locality / locality,y,Grünenbach Allgäu spelling variant
places: Grünwalder Fort -> Grünwalder Forst,places,Grünwalder Fort,Grünwalder Forst,similar,candidate,5,121,similarity 0.97; kind locality / locality,y,OCR drop of s
places: Grünwalder und Perlacher Forst -> Grünwalder-Perlacher Forst,places,Grünwalder und Perlacher Forst,Grünwalder-Perlacher Forst,similar,candidate,9,13,similarity 0.93; kind locality / locality,y,same combined forest
places: Grünwalderstraße -> Grünwalder Straße,places,Grünwalderstraße,Grünwalder Straße,similar,candidate,5,9,similarity 0.97; kind locality / locality,y,compound spacing
places: Güntherstal -> Günterstal,places,Güntherstal,Günterstal,similar,candidate,1,14,similarity 0.96; kind - / locality,y,spelling variant
places: Gürdamm -> Gürtdamm,places,Gürdamm,Gürtdamm,similar,candidate,6,14,similarity 0.94; kind locality / locality,y,OCR variant of same dam
places: Gürtamm -> Gürtdamm,places,Gürtamm,Gürtdamm,similar,candidate,6,14,similarity 0.94; kind locality / locality,y,OCR variant of same dam
places: Gürteldamm -> Gürtdamm,places,Gürteldamm,Gürtdamm,similar,candidate,6,14,similarity 0.90; kind locality / locality,y,variant of same Ismaning dam
places: Gurtdamm -> Gurtamm,places,Gurtdamm,Gurtamm,similar,candidate,2,6,similarity 0.93; kind locality / locality,y,OCR variant of same dam
places: h2-Teich -> h2 Teiche,places,h2-Teich,h2 Teiche,similar,candidate,2,8,similarity 0.94; kind locality / locality,y,singular/plural pond designation
places: Haberberg -> Haber-Berg,places,Haberberg,Haber-Berg,similar,candidate,1,2,similarity 0.95; kind - / locality,y,hyphen variant
places: Haguenauer Wald -> Hagnauer Wald,places,Haguenauer Wald,Hagnauer Wald,similar,candidate,1,7,similarity 0.93; kind - / locality,y,Haguenau spelling used for Hagnau; same stays
places: Haingraben -> Haidgraben,places,Haingraben,Haidgraben,similar,candidate,1,2,similarity 0.90; kind - / locality,n,different names; different regions
places: Haimhausen -> Haidhausen,places,Haimhausen,Haidhausen,similar,candidate,4,5,similarity 0.90; kind locality / locality,n,Haimhausen village vs Haidhausen district
places: Halden -> Halde,places,Halden,Halde,similar,candidate,3,10,similarity 0.91; kind - / locality,y,plural/dative of Halde
places: Hammarsbach -> Hammersbach,places,Hammarsbach,Hammersbach,similar,candidate,2,3,similarity 0.91; kind locality / -,y,spelling variant
places: Hangwald an der Harlachingerstraße -> Hangwald an der Harlachinger Straße,places,Hangwald an der Harlachingerstraße,Hangwald an der Harlachinger Straße,similar,candidate,1,36,similarity 0.99; kind - / locality,y,compound spacing
places: Hangwald an der Karlachinger Straße -> Hangwald an der Harlachinger Straße,places,Hangwald an der Karlachinger Straße,Hangwald an der Harlachinger Straße,similar,candidate,2,36,similarity 0.97; kind locality / locality,y,K/H OCR swap
places: Hangwald an der Harlachingerstraße -> Hangwald an der Karlachinger Straße,places,Hangwald an der Harlachingerstraße,Hangwald an der Karlachinger Straße,similar,candidate,1,2,similarity 0.96; kind - / locality,n,superseded; another canonical accepted
places: Harlachinger Kirche -> Harlachinger Kirchlein,places,Harlachinger Kirche,Harlachinger Kirchlein,similar,candidate,4,12,similarity 0.93; kind locality / locality,y,same Harlaching church
places: Harlachingerstraße -> Harlachinger Straße,places,Harlachingerstraße,Harlachinger Straße,similar,candidate,7,273,similarity 0.97; kind locality / locality,y,compound spacing
places: Harlachingstraße -> Harlachinger Straße,places,Harlachingstraße,Harlachinger Straße,similar,candidate,6,273,similarity 0.92; kind locality / locality,y,garbled Harlachinger
places: Harlachingstraße -> Harlachingerstraße,places,Harlachingstraße,Harlachingerstraße,similar,candidate,6,7,similarity 0.94; kind locality / locality,n,superseded; another canonical accepted
places: Harlachstraße -> Harlachingstraße,places,Harlachstraße,Harlachingstraße,similar,candidate,2,6,similarity 0.90; kind locality / locality,y,garbled Harlachinger
places: Haus Sonblick -> Haus Sonnblick,places,Haus Sonblick,Haus Sonnblick,similar,candidate,2,22,similarity 0.96; kind locality / locality,y,spelling variant
places: Haus Sonnblich -> Haus Sonnblick,places,Haus Sonnblich,Haus Sonnblick,similar,candidate,19,22,similarity 0.93; kind locality / locality,y,OCR variant
places: Haus Sonnenblick -> Haus Sonnblick,places,Haus Sonnenblick,Haus Sonnblick,similar,candidate,9,22,similarity 0.93; kind locality / locality,y,spelling variant same Tutzing house
places: Heibach -> Heimbach,places,Heibach,Heimbach,similar,candidate,2,6,similarity 0.93; kind locality / locality,n,different regions and eras
places: Heisbach -> Heibach,places,Heisbach,Heibach,similar,candidate,1,2,similarity 0.93; kind - / locality,n,Heisbach trip vs Heibach Rhön; unclear
places: Heiden -> Heide,places,Heiden,Heide,similar,candidate,4,5,similarity 0.91; kind locality / locality,n,Heiden/Opf. village vs Heide
places: Heidlerschen-Platz -> Heidelerchen-Platz,places,Heidlerschen-Platz,Heidelerchen-Platz,similar,candidate,1,3,similarity 0.94; kind - / locality,y,OCR variant Heidelerchen
places: Heidern -> Heiden,places,Heidern,Heiden,similar,candidate,2,4,similarity 0.92; kind locality / locality,n,Heidern settlement vs Heiden
places: Hemmering -> Hemering,places,Hemmering,Hemering,similar,candidate,12,16,similarity 0.94; kind locality / locality,y,spelling variant
places: Herrlingen -> Herblingen,places,Herrlingen,Herblingen,similar,candidate,1,2,similarity 0.90; kind - / -,n,Herrlingen Ulm vs Herblingen Schaffhausen
places: Herzogspark -> Herzogpark,places,Herzogspark,Herzogpark,similar,candidate,6,27,similarity 0.95; kind locality / locality,y,spelling variant
places: Himbeer-Schlag -> Himbeerschlag,places,Himbeer-Schlag,Himbeerschlag,similar,candidate,1,2,similarity 0.96; kind - / locality,y,hyphen variant
places: Hintermshof -> Hintermhof,places,Hintermshof,Hintermhof,similar,candidate,2,15,similarity 0.95; kind settlement / settlement,y,OCR variant same 1928 trip
places: Hintermhof -> Hinternhof,places,Hintermhof,Hinternhof,similar,candidate,15,21,similarity 0.90; kind settlement / settlement,y,m/n swap same 1928 trip
places: Hintersteinertal -> Hintersteiner Tal,places,Hintersteinertal,Hintersteiner Tal,similar,candidate,2,12,similarity 0.97; kind locality / locality,y,compound spacing
places: Hinterteich -> Hinterteiche,places,Hinterteich,Hinterteiche,similar,candidate,4,20,similarity 0.96; kind locality / locality,y,singular/plural
places: Hirschzeller Kettenwand -> Hirschzeller Lettenwand,places,Hirschzeller Kettenwand,Hirschzeller Lettenwand,similar,candidate,3,4,similarity 0.96; kind locality / locality,y,K/L OCR swap
places: Högl -> Högle,places,Högl,Högle,similar,candidate,1,2,similarity 0.91; kind - / locality,n,Högl mountain vs Kaufbeuren Högle; unclear
places: Höhringer Kanal -> Höhninger Kanal,places,Höhringer Kanal,Höhninger Kanal,similar,candidate,2,2,similarity 0.94; kind - / locality,y,both garbles of Föhringer Kanal station
places: Höllstraße -> Hölzlstraße,places,Höllstraße,Hölzlstraße,similar,candidate,2,4,similarity 0.96; kind locality / locality,n,Höll vs Hölzl; unclear
places: Hörmannshofen -> Hörmanshofen,places,Hörmannshofen,Hörmanshofen,similar,candidate,2,3,similarity 0.96; kind locality / -,y,nn/n spelling
places: Hörmanshofen -> Hörmatshofen,places,Hörmanshofen,Hörmatshofen,similar,candidate,3,6,similarity 0.92; kind - / locality,y,garble of same Kaufbeuren village
places: Hörmathofen -> Hörmatshofen,places,Hörmathofen,Hörmatshofen,similar,candidate,2,6,similarity 0.96; kind - / locality,y,garble of same Kaufbeuren village
places: Hörmathofen -> Hörmatzhofen,places,Hörmathofen,Hörmatzhofen,similar,candidate,2,4,similarity 0.96; kind - / locality,n,superseded; another canonical accepted
places: Hörmatzhofen -> Hörmatshofen,places,Hörmatzhofen,Hörmatshofen,similar,candidate,4,6,similarity 0.92; kind locality / locality,y,garble of same Kaufbeuren village
places: Hohen-Schäftlarn -> Hohenschäftlarn,places,Hohen-Schäftlarn,Hohenschäftlarn,similar,candidate,1,13,similarity 0.97; kind - / locality,y,hyphen variant
places: Hohenlohestraße 61 -> Hohenlohestraße,places,Hohenlohestraße 61,Hohenlohestraße,similar,candidate,4,15,similarity 0.91; kind locality / locality,n,house number is specific address
places: Hohenstein -> Hohensteinau,places,Hohenstein,Hohensteinau,similar,candidate,1,39,similarity 0.91; kind - / route,n,Hohenstein vs Hohensteinau different trips
places: Hollerbach -> Hollarbach,places,Hollerbach,Hollarbach,similar,candidate,2,2,similarity 0.90; kind locality / locality,n,Hollerbach vs Hollarbach contexts differ; unclear
places: Hollebusch -> Hollerbusch,places,Hollebusch,Hollerbusch,similar,candidate,2,14,similarity 0.95; kind locality / locality,y,OCR variant
places: Hüttenwang -> Hüttenrang,places,Hüttenwang,Hüttenrang,similar,candidate,2,2,similarity 0.91; kind locality / locality,y,Huttenwang near Aitrang; w/r garble
places: Ilka-Höhe -> Ilkahöhe,places,Ilka-Höhe,Ilkahöhe,similar,candidate,1,12,similarity 0.95; kind - / locality,y,hyphen variant
places: Immenring -> Immering,places,Immenring,Immering,similar,candidate,2,2,similarity 0.94; kind locality / locality,y,n insertion; same Erding-area village
places: Immenstaad -> Immenstadt,places,Immenstaad,Immenstadt,similar,candidate,19,43,similarity 0.90; kind locality / locality,n,Immenstaad Bodensee vs Immenstadt Allgäu
places: Irschenig -> Irschenraig,places,Irschenig,Irschenraig,similar,candidate,2,4,similarity 0.90; kind locality / locality,n,two different garbles; unclear
places: Isar-Anlagen -> Isaranlagen,places,Isar-Anlagen,Isaranlagen,similar,candidate,2,22,similarity 0.96; kind locality / locality,y,hyphen variant
places: Isar-Auen -> Isarauen,places,Isar-Auen,Isarauen,similar,candidate,42,266,similarity 0.94; kind locality / locality,y,hyphen variant
places: Isar bei den Tierfällen -> Isar bei den Eberfällen,places,Isar bei den Tierfällen,Isar bei den Eberfällen,similar,candidate,2,8,similarity 0.92; kind locality / locality,y,garble of Überfällen
places: Isar bei den Wehrfällen -> Isar bei den Eberfällen,places,Isar bei den Wehrfällen,Isar bei den Eberfällen,similar,candidate,2,8,similarity 0.92; kind locality / locality,y,garble of Überfällen
places: Isarauen bei den Überfällen -> Isar bei den Eberfällen,places,Isarauen bei den Überfällen,Isar bei den Eberfällen,similar,candidate,3,8,similarity 0.91; kind locality / locality,y,Isarauen at Überfällen same spot
